0 	 -0.0129386
0.02 	 -0.00934102
0.04 	 -0.010655
0.06 	 -0.00880586
0.08 	 -0.00687913
0.1 	 -0.00459023
0.12 	 0.000179383
0.14 	 -0.00322542
0.16 	 -0.00369926
0.18 	 -0.000739076
0.2 	 -0.00165229
0.22 	 0.00226831
0.24 	 0.00089494
0.26 	 0.00137105
0.28 	 0.0057433
0.3 	 0.00541757
0.32 	 0.00518973
0.34 	 0.0027322
0.36 	 -0.000375397
0.38 	 0.00120389
0.4 	 0.000293766
0.42 	 -0.00100977
0.44 	 -0.00232723
0.46 	 -0.000742573
0.48 	 0.00015955
0.5 	 -0.00164832
0.52 	 -0.00648169
0.54 	 -0.00574082
0.56 	 -0.000868014
0.58 	 0.00349587
0.6 	 0.000815342
0.62 	 -0.00414523
0.64 	 -0.00706255
0.66 	 -0.00209991
0.68 	 0.00334536
0.7 	 0.0046841
0.72 	 0.00231203
0.74 	 0.00117076
0.76 	 0.0028207
0.78 	 0.00649757
0.8 	 0.00830689
0.82 	 0.00842072
0.84 	 0.00697888
0.86 	 0.00528384
0.88 	 0.00378737
0.9 	 0.00513148
0.92 	 0.00855449
0.94 	 0.00656747
0.96 	 0.00238008
0.98 	 -0.000518889
1 	 -0.00150549
1.02 	 0.00197291
1.04 	 -0.000274091
1.06 	 -0.0045642
1.08 	 -0.00568349
1.1 	 -0.00680808
1.12 	 -0.00711699
1.14 	 -0.00845188
1.16 	 -0.00543154
1.18 	 -0.00114929
1.2 	 5.28001e-05
1.22 	 0.000781301
1.24 	 0.00120826
1.26 	 0.00568822
1.28 	 0.00933635
1.3 	 0.0099311
1.32 	 0.00900744
1.34 	 0.00629737
1.36 	 0.00261965
1.38 	 -0.000567025
1.4 	 0.00107208
1.42 	 0.00211384
1.44 	 -0.00182724
1.46 	 -0.00606645
1.48 	 -0.00661386
1.5 	 -0.00144966
1.52 	 0.00550097
1.54 	 0.00499853
1.56 	 0.00177302
1.58 	 0.000550123
1.6 	 0.0020697
1.62 	 0.00520112
1.64 	 0.00526914
1.66 	 0.00267258
1.68 	 -0.00032717
1.7 	 -0.00367116
1.72 	 -0.00136892
1.74 	 -1.11268e-05
1.76 	 0.000826775
1.78 	 0.00280612
1.8 	 0.00218144
1.82 	 -0.000291092
1.84 	 -0.00131021
1.86 	 -0.00318186
1.88 	 -0.00098838
1.9 	 -5.71393e-05
1.92 	 -0.00459103
1.94 	 -0.0103098
1.96 	 -0.0139529
1.98 	 -0.0128096
2 	 -0.00828078
2.02 	 -0.00741785
2.04 	 -0.0108143
2.06 	 -0.0151923
2.08 	 -0.0152918
2.1 	 -0.00980631
2.12 	 -0.00570158
2.14 	 -0.00312235
2.16 	 -0.00629288
2.18 	 -0.00982014
2.2 	 -0.00762514
2.22 	 -0.00501326
2.24 	 -0.00301176
2.26 	 -0.00240028
2.28 	 -0.00407296
2.3 	 -0.0023386
2.32 	 0.000413285
2.34 	 0.00287902
2.36 	 0.00456936
2.38 	 0.00795
2.4 	 0.00794682
2.42 	 0.00753313
2.44 	 0.00471958
2.46 	 0.00294011
2.48 	 0.00361595
2.5 	 0.00533662
2.52 	 0.00347767
2.54 	 -0.00202885
2.56 	 -0.0079688
2.58 	 -0.0107132
2.6 	 -0.00525189
2.62 	 0.00225553
2.64 	 0.00409002
2.66 	 -0.000152724
2.68 	 -0.00492614
2.7 	 -0.00745205
2.72 	 -0.00329065
2.74 	 -0.00161533
2.76 	 -0.00172052
2.78 	 -0.00520646
2.8 	 -0.0070593
2.82 	 -0.00568927
2.84 	 -0.00286917
2.86 	 -0.00300063
2.88 	 -0.0027966
2.9 	 0.000431518
2.92 	 0.0069306
2.94 	 0.00976644
2.96 	 0.00927135
2.98 	 0.00561549
3 	 0.00727032
3.02 	 0.0097224
3.04 	 0.0105459
3.06 	 0.00676731
3.08 	 0.00555371
3.1 	 0.0108942
3.12 	 0.0142839
3.14 	 0.00774151
3.16 	 0.00070805
3.18 	 -5.78484e-05
3.2 	 0.00608331
3.22 	 0.0128403
3.24 	 0.0108417
3.26 	 0.00563538
3.28 	 0.00646299
3.3 	 0.00797989
3.32 	 0.0103947
3.34 	 0.015293
3.36 	 0.0180524
3.38 	 0.0179826
3.4 	 0.0176001
3.42 	 0.013323
3.44 	 0.00898999
3.46 	 0.00805394
3.48 	 0.000896057
3.5 	 -0.00551344
3.52 	 -0.00965841
3.54 	 -0.0136794
3.56 	 -0.0164269
3.58 	 -0.0211568
3.6 	 -0.0249387
3.62 	 -0.0248022
3.64 	 -0.0213477
3.66 	 -0.0171978
3.68 	 -0.0127223
3.7 	 -0.0102244
3.72 	 -0.0120807
3.74 	 -0.0138796
3.76 	 -0.0143138
3.78 	 -0.0119926
3.8 	 -0.00622294
3.82 	 -0.007865
3.84 	 -0.0101035
3.86 	 -0.00629441
3.88 	 -0.00149472
3.9 	 0.00521959
3.92 	 0.00706763
3.94 	 0.00649104
3.96 	 0.00721027
3.98 	 0.0131585
4 	 0.0144803
4.02 	 0.0125548
4.04 	 0.00685393
4.06 	 -0.00184045
4.08 	 -0.00566598
4.1 	 -0.00503369
4.12 	 -0.00178049
4.14 	 0.001167
4.16 	 0.000582686
4.18 	 -0.00161576
4.2 	 -0.00581146
4.22 	 -0.00413597
4.24 	 0.00280564
4.26 	 0.00655284
4.28 	 0.00875601
4.3 	 0.00840936
4.32 	 0.00987845
4.34 	 0.00777198
4.36 	 0.0056996
4.38 	 0.00262334
4.4 	 0.00655203
4.42 	 0.0137602
4.44 	 0.0140597
4.46 	 0.00834087
4.48 	 -0.00290562
4.5 	 -0.00606009
4.52 	 -0.0021411
4.54 	 -0.000943196
4.56 	 0.00335361
4.58 	 0.00263813
4.6 	 0.00207864
4.62 	 0.0015665
4.64 	 0.00106398
4.66 	 0.000869359
4.68 	 -0.00371038
4.7 	 -0.00681705
4.72 	 -0.00755023
4.74 	 -0.00332719
4.76 	 0.0043652
4.78 	 0.00205451
4.8 	 -0.00256187
4.82 	 -0.00432059
4.84 	 -0.00508149
4.86 	 -0.00416881
4.88 	 -0.00172699
4.9 	 0.0028412
4.92 	 0.00603591
4.94 	 0.00254179
4.96 	 -0.00107466
4.98 	 -0.00241943
5 	 -0.00379143
5.02 	 -0.00798606
5.04 	 -0.0139021
5.06 	 -0.014989
5.08 	 -0.00956034
5.1 	 -0.00421544
5.12 	 -0.00794005
5.14 	 -0.0158381
5.16 	 -0.0200878
5.18 	 -0.0188896
5.2 	 -0.00928536
5.22 	 0.00139879
5.24 	 0.00673689
5.26 	 0.00980103
5.28 	 0.00865547
5.3 	 0.00884831
5.32 	 0.0126028
5.34 	 0.0141852
5.36 	 0.010844
5.38 	 0.00680949
5.4 	 0.0037498
5.42 	 0.00515622
5.44 	 0.00377478
5.46 	 -0.00270046
5.48 	 -0.010765
5.5 	 -0.0141822
5.52 	 -0.0100659
5.54 	 -0.00105917
5.56 	 0.00454318
5.58 	 0.00502694
5.6 	 -0.0025121
5.62 	 -0.0119589
5.64 	 -0.0156568
5.66 	 -0.0140487
5.68 	 -0.00710809
5.7 	 -0.00400052
5.72 	 -0.00502297
5.74 	 -0.00231289
5.76 	 0.00259874
5.78 	 0.014638
5.8 	 0.0238994
5.82 	 0.0252596
5.84 	 0.0265771
5.86 	 0.030339
5.88 	 0.036201
5.9 	 0.0376279
5.92 	 0.0308516
5.94 	 0.0170854
5.96 	 0.0101877
5.98 	 0.00624427
6 	 0.00386229
6.02 	 0.00177225
6.04 	 -0.00672534
6.06 	 -0.0127193
6.08 	 -0.0168753
6.1 	 -0.0186363
6.12 	 -0.0129904
6.14 	 -0.0131675
6.16 	 -0.0164315
6.18 	 -0.0197713
6.2 	 -0.0169664
6.22 	 -0.00676498
6.24 	 0.00120903
6.26 	 0.00563534
6.28 	 0.00970792
6.3 	 0.00970426
6.32 	 0.00842977
6.34 	 0.00445444
6.36 	 -0.00128421
6.38 	 -0.00629578
6.4 	 -0.0118461
6.42 	 -0.015265
6.44 	 -0.0156622
6.46 	 -0.011505
6.48 	 -0.00810111
6.5 	 -0.00454204
6.52 	 0.00115788
6.54 	 0.00484875
6.56 	 0.00726123
6.58 	 0.00487419
6.6 	 0.00152726
6.62 	 0.000977765
6.64 	 0.00108546
6.66 	 0.00286892
6.68 	 -0.00295436
6.7 	 -0.00716228
6.72 	 -0.00517978
6.74 	 0.00450027
6.76 	 0.0172596
6.78 	 0.0243749
6.8 	 0.0329655
6.82 	 0.035346
6.84 	 0.0354278
6.86 	 0.0294414
6.88 	 0.0123475
6.9 	 0.00270213
6.92 	 0.000431315
6.94 	 -0.00196919
6.96 	 -0.00371142
6.98 	 -0.0138347
7 	 -0.0239025
7.02 	 -0.0308334
7.04 	 -0.0353218
7.06 	 -0.037599
7.08 	 -0.0405594
